,Lichtblick Liste,RoWo Liste,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
614,True,True,Stadtwerke Blankenburg GmbH,2.00%,4.00%,2.00%,0.00%,52.00%,40.00%,100.00%,6.00%,4.17%,8.33%,4.17%,0.00%,83.33%,12.50%,48.0,0.0,100.0,https://www.sw-blankenburg.de/strom/stromkennzeichnung/,,Börnecker Straße 6,38889,Blankenburg,https://www.sw-blankenburg.de/,,A,x,,,,x,,,,,
615,True,True,Stadtwerke Bliestal GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-bliestal.de/no_cache/de/privatkunden/strom/kundenvorteile/stromkennzeichnung/?sword_list%5B0%5D=stromkennzeichnung,nicht aktuell,Bliesgaustraße 13,66440,Blieskastel,https://www.stadtwerke-bliestal.de/privatkunden/startseite/,,A,x,,,,x,,,,,
616,True,True,Stadtwerke Böblingen GmbH & Co. KG,4.30%,10.90%,10.20%,0.60%,52.90%,21.00%,99.90%,21.70%,9.13%,23.14%,21.66%,1.27%,44.59%,46.07%,150.0,0.0001,318.471337579618,https://www.stadtwerke-boeblingen.de/angebote-leistungen/service/faq.html#faq-strom,,Wolfgang-Brumme-Allee 32,71032,Böblingen,https://www.stadtwerke-boeblingen.de/,,A,x,,,,x,,,,,
617,True,True,Stadtwerke Bochum GmbH,9.60%,33.30%,13.00%,1.50%,35.30%,7.30%,100.00%,47.80%,14.84%,51.47%,20.09%,2.32%,11.28%,73.88%,391.0,0.0003,604.327666151468,https://www.stadtwerke-bochum.de/privatkunden/produkte/strom/agb_strominfos/stromkennzeichnung.html,,Ostring 28,44787,Bochum,https://www.stadtwerke-bochum.de/privatkunden.html,,A,x,,,,x,,,,,
618,True,True,Stadtwerke Bogen GmbH,18.00%,22.10%,5.80%,1.10%,52.90%,0.10%,100.00%,29.00%,38.22%,46.92%,12.31%,2.34%,0.21%,61.57%,242.0,0.0005,513.8004246284501,https://www.stadtwerke-bogen.de/strom/stromkennzeichnung/,,Agendorfer Straße 19,94327,Bogen,https://www.stadtwerke-bogen.de/,,A,x,,,,x,,,,,
619,True,True,Stadtwerke Böhmetal GmbH,16.90%,20.70%,5.30%,0.90%,3.30%,52.90%,100.00%,26.90%,17.48%,21.41%,5.48%,0.93%,54.71%,27.82%,226.0,0.0005,233.712512926577,https://www.swbt.de/Privatkunden/Strom/Grundversorgung?&La=1,,,,,,,A,x,,,,,,,,,
620,True,True,Stadtwerke Borken/Westfalen GmbH,8.60%,28.50%,6.80%,0.70%,50.90%,4.50%,100.00%,36.00%,17.52%,58.04%,13.85%,1.43%,9.16%,73.32%,292.0,0.0002,594.7046843177189,https://www.stadtwerke-borken.de/angebote/strom/strommix/,,,,,,,A,x,,,,,,,,,
621,True,True,Stadtwerke Bramsche GmbH,8.70%,30.90%,7.20%,0.30%,52.90%,0.00%,100.00%,38.40%,18.47%,65.61%,15.29%,0.64%,0.00%,81.53%,331.0,0.0002,702.76008492569,https://www.stadtwerke-bramsche.de/de/Privatkunden/Strom/Preise/Stromkennzeichnung,Irreführende Beschreibung,,,,,,A,x,,,,,,,,,
622,True,True,Stadtwerke Brandenburg an der Havel GmbH & Co. KG,7.10%,23.10%,12.50%,0.60%,52.90%,3.70%,99.90%,36.20%,15.07%,49.04%,26.54%,1.27%,7.86%,76.86%,221.0,0.0002,469.214437367304,https://www.stwb.de/KUNDEN/Service/Verbraucherinformation/Stromkennzeichnung,,Packhofstraße 31,14776,Brandenburg an der Havel,https://www.stwb.de/,,A,x,,,,x,,,,,
623,True,True,Stadtwerke Bredstedt GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-bredstedt.de/strom/energietraegermix/,FEHLER Kohle und sonstige Fossile zusammengefasst,Markt 3,25821,Bredstedt,https://www.sw-nf.de/,,A,x,,,,,,,,,
624,True,True,Stadtwerke Bretten GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.kraichgau-energie.de/privatkunden/strom/privatstrom-komfort/,nicht aktuell,Pforzheimer Str. 80-84,75015,Bretten,https://www.stadtwerke-bretten.de/,,A,x,,,,x,,,,,
625,True,True,Stadtwerke Brilon Energie GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-brilon.de/wp-content/uploads/2018/10/Stromkennzeichnung_SLP.pdf,FEHLER Deutschland-Mix,,,,,,A,x,,,,,,,,,
626,True,True,Stadtwerke Brühl GmbH,7.50%,27.10%,4.50%,0.60%,52.90%,7.40%,100.00%,32.20%,15.92%,57.54%,9.55%,1.27%,15.71%,68.37%,298.0,0.0002,632.696390658174,https://www.stadtwerke-bruehl.de/energie/bruehlstrom/stromkennzeichnung/,,Engeldorfer Straße 2,50321,Brühl,https://www.stadtwerke-bruehl.de/,,A,x,,,,x,,,,x,
627,True,True,Stadtwerke Brunsbüttel GmbH,15.70%,19.20%,5.10%,0.80%,52.90%,6.00%,99.70%,25.10%,33.33%,40.76%,10.83%,1.70%,12.74%,53.29%,169.0,0.0004,358.8110403397029,https://www.stadtwerke-brunsbuettel.de/,,Eddelaker Straße 123 d,25541,Brunsbüttel,https://www.stadtwerke-brunsbuettel.de/de/,,A,x,,,,x,,,,,
628,True,True,Stadtwerke Buchen GmbH & Co KG,5.30%,16.40%,6.80%,5.40%,52.90%,13.20%,100.00%,28.60%,11.25%,34.82%,14.44%,11.46%,28.03%,60.72%,258.0,0.0002,547.7707006369429,https://www.stadtwerke-buchen.de/jdownloads/Strom/2018_11_06%20Stromkennzeichnung%20Ver%20ffentlichung%20Internet.pdf,,Am Hohen Markstein 3,74722,Buchen/Odenwald,https://www.stadtwerke-buchen.de/,,A,x,,,,x,,,,,
629,True,True,Stadtwerke Buchholz in der Nordheide GmbH,6.70%,24.90%,8.00%,1.20%,51.40%,7.90%,100.10%,34.10%,13.79%,51.23%,16.46%,2.47%,16.26%,70.16%,272.0,0.0002,559.670781893004,https://buchholz-stadtwerke.de/stromkennzeichnung.html,,Maurerstraße 10,21244,Buchholz i.d.N.,https://buchholz-stadtwerke.de/startseite.html,,A,x,,,,x,,,,,
630,True,True,Stadtwerke Bühl GmbH,8.80%,24.00%,5.60%,0.90%,52.90%,7.80%,100.00%,30.50%,18.68%,50.96%,11.89%,1.91%,16.56%,64.76%,259.0,0.0002,549.893842887474,https://www.stadtwerke-buehl.de/de/Privatkunden/Strom/Stromkennzeichnung,,Siemensstr. 5,77815,Bühl,https://www.stadtwerke-buehl.de/de/Privatkunden,,A,x,,,,x,,,,,
631,True,True,Stadtwerke Burgbernheim,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.burgbernheim.de/stadtwerke.burgbernheim.de/Stromvertrieb/Stromkennzeichnung/K360.htm,FEHLER Kohle und sonstige Fossile zusammengefasst,,,,,,A,x,,,,,,,,,
632,True,True,Stadtwerke Burgdorf GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-burgdorf.de/,nicht vorhanden,Vor dem Hannoverschen Tor 12,31303,Burgdorf,https://www.stadtwerke-burgdorf.de/,,A,x,,,,x,,,,,
633,True,True,Stadtwerke Burg GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerke-burg.de/strom/,FEHLER fehlerhafte Kennzeichnung,Schartauer Straße 58a,39288,Burg,https://stadtwerke-burg.de/,,A,x,,,,x,,,,,
634,True,True,Stadtwerke Buxtehude GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-buxtehude.de/leistungen/preise,FEHLER kein Unternehmensmix,Ziegelkamp 8,21614,Buxtehude,https://www.stadtwerke-buxtehude.de/kontakt-service,,A,x,,x,,,,,"TÜV Nord, KlimaINVEST ",x,
635,True,True,Stadtwerke Castrop-Rauxel GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.swcas.de/oekostrom/stromherkunft/stromkennzeichnung/,,Lönsstrasse 12,44575,Castrop-Rauxel,https://www.swcas.de/,,R?,,,?,,,,,,,
636,True,True,Stadtwerke Celle GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://stadtwerke-celle.de/strom/,,Magnusstraße 2,29221,Celle,https://stadtwerke-celle.de/,,R?,,,?,,,,,TÜV Nord Grünstrom (nicht Gold),,
637,True,True,Stadtwerke Cham GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerkecham.de/strom/vertrieb.html,nicht aktuell,,,,,,A,x,,,,,,,,,
638,True,True,Stadtwerke Clausthal-Zellerfeld GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.stadtwerke-clausthal.de/,nicht vorhanden,Robert-Koch-Str. 5,38678,Clausthal-Zellerfeld,https://www.stadtwerke-clausthal.de/de/Home/Impressum/,,A,x,,,,,,,,,
639,True,True,Stadtwerke Coesfeld GmbH,8.10%,30.30%,7.50%,1.10%,52.90%,0.10%,100.00%,38.90%,17.20%,64.33%,15.92%,2.34%,0.21%,82.59%,306.0,0.0002,649.6815286624201,https://www.stadtwerke-coesfeld.de/privatkunden/strom/strommix/,,,,,,,A,x,,,,,,,,,
640,True,True,Stadtwerke Cottbus GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-cottbus.de/de/privatkunden/themen/produkt-center/strom/stromkennzeichnung.html,nicht aktuell,Karl-Liebknecht-Straße 130,03046,Cottbus,https://www.stadtwerke-cottbus.de/,,A,x,,,,x,,,,,
641,True,True,Stadtwerke Crailsheim GmbH,3.89%,13.84%,10.66%,0.46%,68.48%,2.67%,100.00%,24.96%,12.34%,43.91%,33.82%,1.46%,8.47%,79.19%,161.0,0.0001,511.770304568528,https://www.stw-crailsheim.de/stadtwerke-crailsheim/privatkunden/strom/stromkennzeichnung.html,FEHLER mit EEG,Fr.-Bergius-Str. 10 - 14,74564,Crailsheim,http://www.stw-crailsheim.de/,,A,x,,,,x,,,,,
642,True,True,Stadtwerke Dachau,5.54%,21.69%,8.69%,1.02%,52.94%,10.12%,100.00%,31.40%,11.77%,46.09%,18.47%,2.17%,21.50%,66.72%,234.0,0.0001,497.237569060774,https://www.stadtwerke-dachau.de/strom/strommix.html,,Brunngartenstr. 3,85221,Dachau,https://www.stadtwerke-dachau.de/kontakt.html,,A,x,,,,x,,,,,
643,True,True,Stadtwerke Deggendorf GmbH,7.80%,22.40%,8.00%,1.40%,52.90%,7.40%,99.90%,31.80%,16.56%,47.56%,16.99%,2.97%,15.71%,67.52%,263.0,0.0002,558.3864118895971,http://www.stadtwerke-deggendorf.de/strom/stromkennzeichnung/,,Graflinger Straße 36,94469,Deggendorf,https://www.stadtwerke-deggendorf.de/,,A,x,,,,x,,,,,
644,True,True,Stadtwerke Deidesheim GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-deidesheim.de/swd-wAssets/docs/Produkte/Strom/Kennzeichnung-der-Stromlieferungen-2017.pdf,,Im Kathrinenbild 5,67146,Deidesheim,https://www.stadtwerke-deidesheim.de/,,R?,,,,,,,,,,
645,True,True,Stadtwerke Delitzsch GmbH,11.40%,17.50%,14.20%,0.70%,52.90%,3.30%,100.00%,32.40%,24.20%,37.15%,30.15%,1.49%,7.01%,68.79%,260.0,0.0003,552.016985138004,https://www.sw-delitzsch.de/privatkunden/service/rechtliches/energiemix/,,,,,,,A,x,,,,,,,,,
646,True,,Stadtwerke Delmenhorst GmbH,0.00%,0.00%,0.00%,0.00%,52.94%,47.06%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerkegruppe-del.de/fileadmin/Dateien-Marketing/1_Versorgung/2_Strom/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
647,True,True,Stadtwerke Detmold GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-detmold.de/Strom/Energiemix/,,Am Gelskamp 10,32758,Detmold,https://www.stadtwerke-detmold.de/,,B,Innogy 12.45%,,x,,,,,TÜV Nord,,
648,True,True,Stadtwerke Dettelbach,0.60%,1.60%,0.60%,0.10%,52.90%,44.20%,100.00%,2.30%,1.27%,3.40%,1.27%,0.21%,93.84%,4.88%,18.0,0.0,38.2165605095541,https://www.dettelbach.de/sites/gensite.asp?SID=cms2611201815561628107272&Art=0621:627:633,,Luitpold-Baumann-Str. 1,97337,Dettelbach,https://www.dettelbach.de/sites/gensite.asp?SID=cms1408201921145925519776&Art=02&WB=1,,A,x,,,,x,,,,,
649,True,True,Stadtwerke Diez GmbH,9.00%,31.20%,2.80%,0.30%,52.90%,3.80%,100.00%,34.30%,19.11%,66.24%,5.94%,0.64%,8.07%,72.82%,,,0.0,https://www.stadtwerke-diez.de/strom/stromkennzeichnung.html,FEHLER Umweltbelastungen,,,,,,A,x,,,,,,,,,
650,True,True,Stadtwerke Dillingen/Saar GmbH,9.30%,32.10%,3.40%,0.50%,52.90%,1.70%,99.90%,36.00%,19.75%,68.15%,7.22%,1.06%,3.61%,76.43%,488.0,0.0003,1036.09341825902,https://www.swd-saar.de/strom/zusaetzliche-infos/,,,,,,,A,x,,,,,,,,,
651,True,True,Stadtwerke Dingolfing GmbH,6.30%,16.80%,6.00%,0.80%,52.90%,17.00%,99.80%,23.60%,13.38%,35.67%,12.74%,1.70%,36.09%,50.11%,325.0,0.0002,690.021231422505,https://www.stadtwerke-dingolfing.de/upload/strom/strom_vertrieb/Energiemix%202017%20Teil%201.pdf,,,,,,,A,x,,,,,,,,,
652,True,True,Stadtwerke Dinkelsbühl,8.70%,23.70%,8.30%,0.80%,52.90%,5.60%,100.00%,32.80%,18.47%,50.32%,17.62%,1.70%,11.89%,69.64%,261.0,0.0002,554.140127388535,https://www.sw-dinkelsbuehl.de/de/netze/strom/veroeffentlichungspflichten/grund-und-ersatzversorgung.html,,,,,,,A,x,,,,,,,,,
653,True,True,Stadtwerke Dinslaken GmbH,6.20%,28.10%,3.70%,0.40%,50.60%,11.00%,100.00%,32.20%,12.55%,56.88%,7.49%,0.81%,22.27%,65.18%,299.0,0.0002,605.263157894737,https://www.stadtwerke-dinslaken.de/privatkunden/strom/uebersicht/weitere-produkte-und-informationen/stromkennzeichnzeichnung.html#pane-22,,Gerhard-Malina-Strasse 1,46537,Dinslaken,https://www.stadtwerke-dinslaken.de/privatkunden/startseite.html,,A,x,,,,x,,,,,
654,True,True,Stadtwerke Ditzingen GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.sw-ditzingen.de/privatkunden/strom/kennzeichnung/,nicht aktuell,Bauernstraße 76/1,71254,Ditzingen,https://www.sw-ditzingen.de/,,A,x,,,,x,,,,,
655,True,True,Stadtwerke Döbeln GmbH,7.60%,26.64%,12.28%,0.44%,52.94%,0.10%,100.00%,39.36%,16.15%,56.61%,26.09%,0.93%,0.21%,83.64%,314.0,0.0002,667.233319167021,https://www.stadtwerke-doebeln.de/Stromkennzeichnung::57,,Rosa-Luxemburg-Str. 9,04720,Döbeln,https://www.stadtwerke-doebeln.de/,,A,x,,,,x,,,,,
656,True,True,Stadtwerke Dorfen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-dorfen.de/produkte/strom/tarife#t-s-privat-gewerbe,nicht aktuell,,,,,,A,x,,,,,,,,,
657,True,True,Stadtwerke Dreieich GmbH,9.10%,25.90%,9.50%,1.50%,52.90%,1.10%,100.00%,36.90%,19.32%,54.99%,20.17%,3.18%,2.34%,78.34%,306.0,0.0002,649.6815286624201,https://www.stadtwerke-dreieich.de/produkte/strom/stromkennzeichnung/?caba6d5024314290398a946348a0c011=CqZJ5gHRS8LDsdGUD4QJK0,,,,,,,A,x,,,,,,,,,
658,True,True,Stadtwerke Duisburg AG,6.70%,24.60%,14.90%,0.70%,52.10%,1.00%,1.00%,40.20%,13.99%,51.36%,31.11%,1.46%,2.09%,83.92%,299.0,0.0002,624.2171189979119,https://www.stadtwerke-duisburg.de/fileadmin/user_upload/Tarifdaten/Strom/Stromkennzeichnung_2018_November.pdf,,Bungertstr. 27,47053,Duisburg,https://www.stadtwerke-duisburg.de/,,A,x,,,,x,,,,,
659,True,True,Stadtwerke Dülmen GmbH,9.19%,29.23%,4.80%,0.68%,52.95%,3.15%,100.00%,34.71%,19.53%,62.13%,10.20%,1.45%,6.70%,73.77%,321.0,0.0002,682.252922422954,https://www.stadtwerke-duelmen.de/privatkunden/strom/,,,,,,,A,x,,,,,,,,,
660,True,True,Stadtwerke Düren GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-dueren.de/privatkunden/produkte/strom/unser-strommix/,nicht aktuell,Arnoldsweilerstr. 60,52351,Düren,https://www.stadtwerke-dueren.de/corporate/karriere/,,A,x,,,,x,,,,,
661,True,True,Stadtwerke Düsseldorf AG,4.90%,15.10%,24.20%,1.70%,50.20%,3.90%,100.00%,41.00%,9.84%,30.32%,48.59%,3.41%,7.83%,82.33%,238.0,0.0001,477.911646586345,https://www.swd-ag.de/medien/dokumente/vertragsbestaetigungen/stromkennzeichnung.pdf,,Höherweg 100,40233,Düsseldorf,https://www.swd-ag.de/,,A,x,,,,x,,,,,
662,True,True,Stadtwerke Eberbach,6.60%,31.70%,7.40%,1.20%,52.90%,0.20%,100.00%,40.30%,14.01%,67.30%,15.71%,2.55%,0.42%,85.56%,358.0,0.0002,760.084925690021,http://www.stadtwerke-eberbach.de/strom.html,,,,,,,A,x,,,,,,,,,
663,True,True,Stadtwerke Ebermannstadt Versorgungsbetriebe GmbH,8.00%,10.00%,3.00%,0.00%,53.00%,26.00%,100.00%,13.00%,17.02%,21.28%,6.38%,0.00%,55.32%,27.66%,107.0,0.0002,227.659574468085,https://www.stadtwerke-ebermannstadt.de/ebermannstadtGips/Ebermannstadt/stadtwerke-ebermannstadt2.de/Strom/Tarife-Netzgebiet-Bayernwerk-/Preise-und-Antraege-Netzgebiet-Bayernwerk/Stromkennzeichnung.pdf#search=stromkennzeichnung,,Forchheimer Straße 29,91320,Ebermannstadt,https://www.stadtwerke-ebermannstadt.de/de/Fussnavigation/Impressum/,,A,x,,,,,,,,,
664,True,True,Stadtwerke Eckernförde GmbH,7.79%,23.77%,10.87%,1.18%,52.94%,3.46%,100.01%,35.82%,16.55%,50.51%,23.10%,2.51%,7.35%,76.12%,286.0,0.0002,607.734806629834,https://www.stadtwerke-eckernfoerde.de/index.php/strom.html,,Bormbrook 1,24340,Eckernförde,https://www.stadtwerke-eckernfoerde.de/index.php/unternehmen.html,,A,x,,,,x,,,,,
665,True,True,Stadtwerke Eichstätt Versorgungs-GmbH,7.20%,19.60%,6.80%,0.70%,52.90%,12.80%,100.00%,27.10%,15.29%,41.61%,14.44%,1.49%,27.18%,57.54%,216.0,0.0002,458.59872611464993,https://www.stadtwerke-eichstaett.de/strom/stromkennzeichnung/,,,,,,,A,x,,,,,,,,,
666,True,True,Stadtwerke Eilenburg GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eilenburger-stadtwerke.de/privatkunden/strom/veroeffentlichungsdaten,nicht aktuell,,,,,,A,x,,,,,,,,,
667,True,True,Stadtwerke Einbeck GmbH,8.00%,18.00%,6.00%,1.00%,33.00%,34.00%,100.00%,25.00%,11.94%,26.87%,8.96%,1.49%,50.75%,37.31%,208.0,0.0002,310.44776119403,https://www.stadtwerke-einbeck.de/strom/stromkennzeichnung/,,Grimsehlstraße 17,37574,Einbeck,https://www.stadtwerke-einbeck.de/,,A,x,,,,x,,,,,
668,True,True,Stadtwerke Eisenberg Energie GmbH,8.00%,23.00%,10.00%,1.00%,53.00%,5.00%,100.00%,34.00%,17.02%,48.94%,21.28%,2.13%,10.64%,72.34%,279.0,0.0002,593.617021276596,https://portal.stadtwerke-eisenberg.de/Strom-Mix-cbdzasFAFzqEAAAAE1j24OvEOF-SWE-SWEPortal-Site-WFS-de_DE-EUR%3Bsid=L73_iCZud7nDLndnknfmQ46uRhlt8k_Kvcc=,,Etzdorfer Str. 2,07607,Eisenberg,https://portal.stadtwerke-eisenberg.de/,,A,x,,,,x,,,,,
669,True,True,Stadtwerke Eisenhüttenstadt GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://swehst.de/huettestrom/energiemix/,nicht aktuell,,,,,,A,x,,,,,,,,,
670,True,True,Stadtwerke Elbtal GmbH,9.70%,29.90%,8.70%,1.40%,47.90%,2.40%,100.00%,40.00%,18.62%,57.39%,16.70%,2.69%,4.61%,76.78%,435.0,0.0003,834.9328214971208,https://www.stadtwerke-elbtal.de/C1257C900056C2B3/2E609DFD4B7CAD9CC1257C7D0025B4C2/$FILE/Stadtwerke-Elbtal-Stromkennzeichnung.pdf,,Neubrunnstraße 8,01445,Radebeul,https://www.stadtwerke-elbtal.de/swelbtal/InfoPortal/startseite,,A,x,,,,x,,,,,
671,True,True,Stadtwerke Elm-Lappwald GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-elm-lappwald.de/privatkunden/strom/stromkennzeichnung/,nicht aktuell,Marktstraße 18,38154,Königslutter am Elm,https://www.stadtwerke-elm-lappwald.de/,,A,x,,,,x,,,,,
672,True,True,Stadtwerke Elmshorn,5.20%,15.80%,8.90%,0.60%,44.70%,24.80%,100.00%,25.30%,9.40%,28.57%,16.09%,1.08%,44.85%,45.75%,195.0,0.0001,352.622061482821,https://www.stadtwerke-elmshorn.de/de/Privatkunden/Energie-Wasser/Strom/STROM-Plus/STROM-Plus/Stromkennzeichnung2017.pdf,,Westerstr. 50 - 54,25336,Elmshorn,https://www.stadtwerke-elmshorn.de/,,A,x,,,,x,,,,,
673,True,True,Stadtwerke Elzach Versorgungs- und Kurbetriebe,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,"https://www.elzach.de/,Lde/startseite/rathaus+_+service/strom.html",nicht aktuell,Hauptstraße 99,79215,Elzach,"https://www.elzach.de/,Lde/startseite/rathaus+_+service/eigenbetrieb+stadtwerke.html",,A,x,,,,,,,,,
674,True,True,Stadtwerke Emden GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerke-emden.de/strom/privatkunden/,nicht aktuell,Martin-Faber-Str. 11,26725,Emden,https://stadtwerke-emden.de/,,A,x,,,,x,,,,,
675,True,True,Stadtwerke Emmendingen GmbH,0.00%,0.00%,0.00%,0.00%,52.94%,47.06%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://swe-emmendingen.de/wp-content/uploads/2012/10/Stromkennzeichnung_2017.pdf,,Am Gaswerk 1,79312,Emmendingen,https://swe-emmendingen.de/,,?,,,,,,,,,,
676,True,True,Stadtwerke Emmerich GmbH,3.40%,8.90%,4.00%,0.60%,47.40%,35.70%,100.00%,13.50%,6.46%,16.92%,7.60%,1.14%,67.87%,25.67%,106.0,0.0001,201.520912547528,https://www.stadtwerke-emmerich.de/de/Netzbetrieb/Stromnetz/Stromkennzeichnung_58162.html,,Wassenbergstraße 1,46446,Emmerich,https://www.stadtwerke-emmerich.de/,,A,x,,,,x,,,,,
677,True,True,Stadtwerke Emsdetten GmbH,3.10%,24.10%,2.60%,0.40%,50.50%,19.30%,100.00%,27.10%,6.26%,48.69%,5.25%,0.81%,38.99%,54.75%,263.0,0.0001,531.3131313131311,https://www.stadtwerke-emsdetten.de/service/veroeffentlichungspflichten/,,Moorbrückenstraße 30,48282,Emsdetten,https://www.stadtwerke-emsdetten.de/,,A,x,,,,x,,,,,
678,True,True,Stadtwerke Energie Jena-Pößneck GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-jena.de/privatkunden/strom/allgemeines.html,,Rudolstädter Straße 39,07745,Jena,https://www.stadtwerke-jena.de/privatkunden.html,,A,x,,,,x,,,,,
679,True,True,Stadtwerke Engen GmbH,1.70%,8.00%,1.90%,0.30%,52.90%,35.20%,100.00%,10.20%,3.61%,16.99%,4.03%,0.64%,74.73%,21.66%,91.0,0.0,193.205944798302,http://www.stadtwerke-engen.de/engenGips/Gips?SessionMandant=Engen&Anwendung=CMSWEBPAGE&Methode=RefreshHTMLAusgabe&RessourceID=37163&Container.Children:1.SelectedChildIndex=0&Container.Children:1.Container.Children:0.SelectedFolderID=11793#DownloadCenter_38424,,Eugen-Schädler-Str. 3,78234,Engen,https://www.stadtwerke-engen.de/,,A,x,,,,x,,,,,
680,True,True,Stadtwerke Eppingen GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-eppingen.de/strom.html,nicht vorhanden,,,,,,A,x,,,,,,,,,
681,True,True,Stadtwerke Erkrath GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-erkrath.de/privatkunden/strom/strommix/,,Gruitener Straße 27,40699,Erkrath,https://www.stadtwerke-erkrath.de/,,?,,,,,,,,,,
682,True,True,Stadtwerke Eschwege GmbH,8.50%,24.00%,9.30%,1.40%,52.90%,3.90%,100.00%,34.70%,18.05%,50.96%,19.75%,2.97%,8.28%,73.67%,241.0,0.0002,511.677282377919,https://www.stadtwerke-eschwege.de/de/Strom/Stromkennzeichnung/,,Niederhoner Straße 36,37269,Eschwege,https://www.stadtwerke-eschwege.de/,,A,x,,,,x,,,,,
